Date,Open,High,Low,Close,Volume,Stock,LABEL
2016-01-29,189.95,193.74,188.08,191.11,2244637,TSLA,-1
2016-12-14,198.74,203.0,196.76,198.69,4126524,TSLA,1
2013-05-16,94.7,95.0,88.66,92.25,21599366,TSLA,-1
2016-07-15,222.52,222.75,219.64,220.37,1784153,TSLA,1
2013-10-09,174.73,174.99,161.5,168.78,15312580,TSLA,-1
2015-03-16,192.0,195.91,189.8,195.7,5628700,TSLA,1
2016-09-28,207.51,208.25,205.26,206.27,1369885,TSLA,1
2014-01-07,147.62,150.4,145.25,149.36,5036021,TSLA,-1
2012-10-26,27.53,27.8,27.02,27.38,477305,TSLA,-1
2014-03-12,231.5,247.5,231.11,241.49,9763912,TSLA,1
2014-03-04,258.48,260.0,252.83,254.84,8756370,TSLA,1
2014-01-28,171.5,178.98,171.0,178.38,6110167,TSLA,-1
2016-02-19,163.66,167.49,162.5,166.58,2484298,TSLA,-1
2014-02-07,181.25,186.63,179.6,186.53,8961249,TSLA,1
2016-02-23,176.16,181.73,173.68,177.21,5876295,TSLA,-1
2013-12-23,144.85,146.24,142.6,143.55,5356321,TSLA,-1
2014-04-29,198.21,207.15,195.53,206.92,5780374,TSLA,1
2012-04-03,36.72,38.47,36.67,38.01,1101420,TSLA,-1
2011-02-01,24.31,24.73,23.54,23.91,707791,TSLA,-1
2015-01-07,213.35,214.78,209.78,210.95,2967650,TSLA,1
2010-12-02,34.01,34.3,31.2,32.35,2006967,TSLA,-1
2017-10-11,353.89,357.6,351.15,354.6,4495328,TSLA,1
2014-06-05,204.47,209.2,204.05,206.9,4057350,TSLA,-1
2014-07-02,240.66,242.33,227.07,229.43,8035000,TSLA,1
2013-12-26,155.04,158.0,154.29,155.5,7126710,TSLA,-1
2015-08-05,263.58,271.0,260.4,270.13,6214300,TSLA,1
2016-09-19,207.0,209.43,205.0,206.34,1895855,TSLA,-1
2017-01-24,250.0,254.8,249.65,254.61,4780599,TSLA,1
2012-12-24,33.64,34.35,33.55,34.28,375796,TSLA,-1
2015-04-28,234.75,235.5,228.03,230.48,6085379,TSLA,1
2010-12-30,27.7,27.9,26.38,26.5,2041067,TSLA,-1
2014-10-01,242.2,242.66,235.65,240.24,5944624,TSLA,1
2011-05-31,29.69,30.28,29.55,30.14,3290183,TSLA,-1
2013-12-30,151.12,154.81,150.75,152.44,4467563,TSLA,1
2011-08-23,21.93,23.11,21.5,22.96,868968,TSLA,-1
2010-06-28,17.0,17.0,17.0,17.0,0,TSLA,-1
2017-07-17,325.54,327.1,313.45,319.57,9830078,TSLA,1
2010-11-01,21.94,22.75,21.31,21.41,455784,TSLA,-1
2017-02-02,248.34,252.42,247.71,251.54,2417989,TSLA,1
2012-08-10,29.31,29.94,29.31,29.94,707390,TSLA,-1
2012-09-04,28.52,28.99,27.9,28.14,752496,TSLA,-1
2011-03-04,24.46,24.99,23.78,24.95,1580100,TSLA,-1
2012-11-06,30.61,31.2,29.95,31.15,2323943,TSLA,1
2016-04-13,248.51,255.5,247.33,254.53,4252144,TSLA,1
2016-10-19,199.74,206.66,198.06,203.56,5640708,TSLA,-1
2011-10-20,27.44,27.47,27.0,27.34,999647,TSLA,-1
2013-02-08,39.45,40.0,39.14,39.24,1139733,TSLA,1
2015-12-22,234.99,236.55,229.63,229.95,1961155,TSLA,1
2012-08-30,28.6,28.74,28.1,28.41,656307,TSLA,-1
2016-08-30,216.11,216.11,210.52,211.34,2619588,TSLA,1
2016-03-24,215.78,228.888,215.0,227.75,4960900,TSLA,1
2011-08-08,23.16,24.44,23.1,23.64,2608472,TSLA,-1
2013-05-10,69.65,81.0,69.25,76.76,25084231,TSLA,1
2017-02-13,270.74,280.79,270.51,280.6,6892941,TSLA,1
2013-10-14,175.0,182.5,174.15,179.72,7765468,TSLA,-1
2016-09-08,199.55,199.89,196.36,197.36,3140593,TSLA,1
2013-04-08,41.97,42.55,41.51,41.83,1679001,TSLA,-1
2014-09-10,279.5,281.41,273.66,281.1,3783298,TSLA,1
2014-06-23,229.51,238.99,228.22,237.22,7796231,TSLA,-1
2017-08-23,338.99,353.49,338.30400000000003,352.77,4942609,TSLA,1
2015-12-04,232.46,233.27,227.66,230.38,2573600,TSLA,-1
2015-06-24,266.98,267.35,263.72,265.17,2412200,TSLA,1
2013-05-28,101.55,110.75,100.3,110.33,19661852,TSLA,-1
2011-11-11,31.9,34.5,30.57,33.64,3868276,TSLA,-1
2013-10-28,170.31,170.5,162.2,162.86,7841570,TSLA,1
2011-12-01,32.57,33.99,31.98,32.6,1030108,TSLA,-1
2017-01-12,229.06,230.7,225.58,229.59,3715994,TSLA,1
2016-06-01,221.48,222.4,216.89,219.56,2549934,TSLA,-1
2015-07-24,267.38,271.09,263.92,265.41,2836400,TSLA,1
2015-08-18,255.38,260.95,253.56,260.72,4195000,TSLA,-1
2016-04-06,253.97,267.74,253.45,265.42,9839525,TSLA,1
2013-11-11,141.0,145.42,137.1,144.7,13986739,TSLA,-1
2011-01-18,25.48,25.64,24.75,25.64,1622539,TSLA,-1
2014-11-17,257.49,259.0,252.02,253.98,4024178,TSLA,1
2012-10-22,27.99,28.0,27.36,27.85,470198,TSLA,-1
2012-12-26,33.96,34.5,33.5,33.59,601784,TSLA,1
2011-01-27,24.74,25.08,24.53,24.92,895655,TSLA,-1
2010-07-13,17.39,18.64,16.9,18.14,2680060,TSLA,-1
2015-08-21,236.0,243.8,230.51,230.77,6590200,TSLA,1
2014-08-29,268.7,272.0,267.51,269.7,6450933,TSLA,1
2010-09-27,20.4,20.81,20.05,20.53,418597,TSLA,-1
2013-07-19,118.5,120.55,116.51,119.68,5890322,TSLA,1
2014-06-02,207.33,209.35,201.67,204.7,4665475,TSLA,1
2011-08-10,25.4,25.44,23.63,23.82,1560047,TSLA,-1
2010-12-01,35.87,36.42,33.45,34.35,1299175,TSLA,1
2010-09-28,21.04,21.49,20.76,21.4,1214465,TSLA,-1
2015-08-25,230.69,230.9,219.12,220.03,4327200,TSLA,1
2014-04-21,197.08,206.2,194.0,204.38,5263903,TSLA,-1
2012-12-21,33.93,34.17,33.58,34.0,1492306,TSLA,-1
2017-09-06,349.5,350.97900000000004,341.56,344.53,4082901,TSLA,1
2015-03-23,198.48,200.5,197.47,199.63,2631600,TSLA,-1
2015-05-26,247.68,252.0,246.5,247.46,3497564,TSLA,1
2011-07-26,28.31,28.77,27.97,28.0,760532,TSLA,-1
2012-01-13,28.45,28.5,22.64,22.79,5502953,TSLA,-1
2017-01-19,247.25,248.68,240.75,243.76,7588308,TSLA,1
2016-03-02,183.73,188.52,181.5,188.34,4536212,TSLA,-1
2013-04-01,42.36,46.68,41.7,43.93,14103314,TSLA,-1
2014-03-11,236.5,244.6,232.43,234.41,8836348,TSLA,1
2013-10-10,173.09,175.75,169.69,172.93,8856308,TSLA,-1
2013-04-24,50.9,51.05,48.98,50.43,2629908,TSLA,-1
2013-07-03,118.0,119.25,114.27,115.24,4806662,TSLA,1
2014-08-26,264.98,265.5,261.66,261.74,3821689,TSLA,1
2010-11-19,30.16,31.37,8.03,30.99,1145553,TSLA,-1
2012-10-15,28.02,28.05,26.86,27.33,1468667,TSLA,-1
2016-08-18,223.82,225.66,222.29,223.51,1645768,TSLA,1
2013-11-07,144.19,145.65,137.62,139.77,22247591,TSLA,-1
2014-06-18,231.5,231.71,226.12,227.12,6944037,TSLA,1
2016-03-17,221.47,228.5,220.0,226.38,3782891,TSLA,-1
2010-10-13,20.64,20.85,20.36,20.54,319200,TSLA,-1
2011-01-14,26.13,26.58,25.61,25.75,1138119,TSLA,1
2013-12-09,137.0,141.7,134.21,141.6,9050592,TSLA,1
2010-11-26,35.6,36.0,34.75,35.32,342754,TSLA,-1
2012-12-17,33.77,34.5,33.75,34.4,824809,TSLA,-1
2012-05-25,30.16,30.41,29.2,29.81,757009,TSLA,-1
2013-02-25,36.15,36.75,34.34,34.38,2889353,TSLA,1
2017-03-01,254.18,254.85,249.11,250.02,4779494,TSLA,1
2010-10-25,20.94,20.98,20.73,20.85,118614,TSLA,-1
2013-12-02,126.35,128.55,123.93,124.17,7735175,TSLA,1
2011-09-08,23.58,24.03,23.28,23.61,505697,TSLA,-1
2012-09-18,31.88,31.9,30.68,31.34,1788480,TSLA,1
2012-04-13,33.94,34.04,32.85,33.59,649580,TSLA,1
2016-08-29,220.15,220.4,215.0,215.2,2766023,TSLA,1
2016-03-30,235.09,235.5,226.5,226.89,3499648,TSLA,1
2010-10-06,21.06,21.26,20.32,20.46,313357,TSLA,-1
2012-12-19,34.85,35.26,34.52,34.61,1298731,TSLA,1
2017-02-23,264.0,264.66,255.56,255.99,14825808,TSLA,1
2015-04-23,218.27,221.48,217.15,218.6,4411100,TSLA,-1
2015-01-08,212.81,213.8,210.01,210.62,3442304,TSLA,-1
2013-08-09,152.4,155.95,151.25,153.0,8934454,TSLA,-1
2012-05-24,31.25,31.25,29.69,30.32,1013975,TSLA,-1
2011-10-03,24.95,25.0,23.25,23.73,1023130,TSLA,-1
2014-01-02,149.8,152.48,146.55,150.1,6193413,TSLA,1
2013-12-11,141.88,143.05,139.49,139.65,7132691,TSLA,-1
2017-04-26,312.37,314.5,309.0,310.17,4689098,TSLA,1
2016-12-30,216.3,217.5,211.68,213.69,4642620,TSLA,-1
2013-05-06,56.39,59.66,55.5,59.5,4481339,TSLA,-1
2012-06-18,29.94,32.33,29.5,31.84,1256796,TSLA,-1
2017-08-29,339.48,349.05,338.75,347.36,4069377,TSLA,1
2014-03-13,243.79,244.19,234.0,237.79,6236325,TSLA,-1
2015-07-06,278.45,281.69,276.3,279.72,4121900,TSLA,1
2013-06-03,97.62,97.62,88.25,92.59,19141578,TSLA,-1
2016-03-10,210.0,213.29,200.671,205.18,5192523,TSLA,1
2013-06-10,98.93,102.52,98.57,100.05,9231695,TSLA,-1
2015-12-11,225.24,225.75,216.64,217.02,3268700,TSLA,1
2015-09-14,251.1,254.25,249.67,253.19,2890800,TSLA,1
2017-06-22,377.99,385.0,373.57,382.61,7514282,TSLA,1
2013-07-01,109.36,117.77,109.15,117.18,10895582,TSLA,-1
2015-11-30,231.79,234.28,229.08,230.26,2659800,TSLA,1
2012-06-25,33.95,34.12,32.75,33.11,1378636,TSLA,-1
2013-01-09,34.01,34.19,33.4,33.64,697979,TSLA,1
2016-04-19,253.12,254.37,241.251,247.37,5403359,TSLA,1
2014-04-01,209.0,218.16,208.58,216.97,7364915,TSLA,-1
2015-03-18,194.96,200.88,193.11,200.71,4820900,TSLA,-1
2014-08-05,237.31,242.99,235.69,238.49,5385394,TSLA,1
2014-07-23,220.01,224.75,219.43,222.49,3087517,TSLA,-1
2017-06-02,339.77,342.88,335.93,339.85,5583664,TSLA,1
2015-02-27,206.81,208.55,202.8,203.34,3881426,TSLA,-1
2012-12-14,33.78,34.4,33.59,33.81,1022943,TSLA,-1
2015-12-30,236.6,243.634,235.671,238.09,3124074,TSLA,1
2017-10-10,346.8,355.63,345.531,355.59,6972552,TSLA,1
2010-10-21,20.61,20.95,20.45,20.75,417099,TSLA,-1
2012-04-11,33.24,33.29,32.01,33.09,1105447,TSLA,1
2016-05-17,209.05,209.82,204.02,204.66,2303002,TSLA,1
2016-05-23,219.87,222.6,215.86,216.22,4335487,TSLA,1
2013-02-06,38.18,39.39,37.9,39.17,1893148,TSLA,-1
2016-05-06,210.87,216.37,208.11,214.93,5003497,TSLA,1
2014-09-29,244.0,248.64,241.38,245.26,4853799,TSLA,1
2015-08-10,238.15,242.97,236.05,241.14,4185800,TSLA,-1
2014-11-19,250.35,251.88,245.6,247.74,7914901,TSLA,1
2013-04-03,43.15,43.47,40.21,41.1,5644995,TSLA,-1
2011-10-14,28.01,28.55,27.26,28.05,1400469,TSLA,-1
2016-10-13,200.5,200.895,197.05,200.24,2209150,TSLA,1
2015-05-07,221.0,237.48,220.25,236.8,9448627,TSLA,1
2016-01-07,214.19,218.44,213.67,215.65,3410786,TSLA,-1
2012-01-27,28.5,29.72,28.5,29.33,748361,TSLA,-1
2012-05-16,29.58,30.18,28.88,29.18,1271533,TSLA,-1
2012-05-22,30.1,31.34,30.0,30.79,2366170,TSLA,1
2014-01-17,170.19,173.2,167.95,170.01,9211202,TSLA,1
2015-12-17,233.94,237.76,229.81,233.39,3298600,TSLA,1
2016-02-05,171.3,173.0,157.744,162.6,8856904,TSLA,-1
2015-09-24,259.53,263.45,256.21,263.12,3444927,TSLA,1
2013-08-13,149.5,149.84,144.45,145.43,8743368,TSLA,-1
2011-05-09,27.0,28.0,26.85,27.91,914803,TSLA,-1
2014-06-16,206.76,225.49,206.26,224.61,13239209,TSLA,1
2013-01-11,34.04,34.04,32.11,32.91,1563174,TSLA,-1
2017-11-06,307.0,307.5,299.01,302.78,6482486,TSLA,1
2012-11-20,32.9,33.1,31.91,33.0,922427,TSLA,-1
2013-06-25,103.1,104.2,100.55,102.4,5849532,TSLA,1
2011-12-09,30.54,31.12,30.28,31.04,1239444,TSLA,-1
2014-12-03,226.04,229.72,225.5,229.3,5304525,TSLA,1
2015-09-23,261.95,262.08,257.58,261.06,2600778,TSLA,1
2013-07-10,123.19,123.25,120.79,122.27,5706701,TSLA,-1
2016-04-21,248.99,250.9,246.91,248.29,2645018,TSLA,1
2015-07-28,255.75,265.4,251.84,264.82,3895800,TSLA,1
2012-02-06,31.1,31.9,31.05,31.8,652161,TSLA,-1
2016-08-02,229.37,229.87,221.4,227.2,3599106,TSLA,1
2016-12-27,214.88,222.25,214.42,219.53,5688417,TSLA,-1
2014-11-03,243.0,247.56,241.32,242.59,4204811,TSLA,1
2010-12-17,31.34,31.54,30.71,31.36,674955,TSLA,-1
2015-07-07,275.0,275.2,260.77,267.88,6105100,TSLA,1
2010-09-24,19.95,20.19,19.65,20.1,573187,TSLA,-1
2012-02-23,33.99,34.97,33.56,34.53,820345,TSLA,1
2014-11-05,241.0,241.36,230.53,230.97,8991482,TSLA,1
2014-09-09,282.99,285.49,277.0,278.48,4566607,TSLA,1
2017-05-15,318.38,320.2,312.53,315.88,7607513,TSLA,1
2017-06-08,363.75,371.9,360.22,370.0,9030052,TSLA,1
2014-11-21,252.21,252.78,242.17,242.78,7481836,TSLA,-1
2017-09-19,380.0,382.39,373.57,375.1,6440275,TSLA,1
2013-07-30,134.8,137.49,128.18,131.74,13128848,TSLA,-1
2014-04-04,226.49,228.27,211.25,212.23,11335611,TSLA,1
2015-07-13,262.2,262.55,256.05,262.16,2960300,TSLA,1
2015-04-08,208.56,210.9,205.87,207.67,6303100,TSLA,-1
2014-05-19,190.72,196.89,190.0,196.09,4569594,TSLA,-1
2013-02-05,38.0,38.65,37.68,38.13,1310192,TSLA,-1
2015-05-08,235.99,238.41,233.7,236.61,4668200,TSLA,1
2011-07-12,28.37,29.09,28.0,28.17,1045306,TSLA,-1
2017-08-21,345.82,345.82,331.85,337.86,6490288,TSLA,1
2010-08-09,19.9,19.98,19.45,19.6,812656,TSLA,-1
2016-06-07,222.24,234.44,221.52,232.34,5530952,TSLA,1
2016-06-27,190.86,198.81,187.87,198.55,6779769,TSLA,-1
2015-11-25,221.34,230.82,220.38,229.64,3990700,TSLA,1
2014-06-09,207.95,209.99,204.2,205.31,2797244,TSLA,-1
2015-05-21,243.03,246.62,242.36,245.62,1970600,TSLA,1
2015-08-28,241.86,251.45,241.57,248.48,5513600,TSLA,1
2016-01-22,204.801,205.5,199.03,202.55,3081626,TSLA,-1
2015-04-10,209.85,211.65,209.0,210.9,4067600,TSLA,1
2013-01-29,38.1,38.44,37.13,37.95,1426503,TSLA,-1
2013-03-25,37.1,38.52,36.77,37.53,2379354,TSLA,-1
2010-07-28,20.55,20.9,20.51,20.72,467183,TSLA,-1
2012-10-24,28.52,28.52,27.25,27.42,1016368,TSLA,1
2014-02-26,258.58,265.0,247.5,253.0,24719248,TSLA,1
2012-06-15,29.39,29.95,28.81,29.91,646737,TSLA,-1
2013-01-10,33.87,33.99,33.38,33.53,922405,TSLA,1
2014-01-08,148.85,153.7,148.76,151.28,6165081,TSLA,1
2015-05-05,237.76,239.5,229.13,232.95,5796800,TSLA,1
2013-06-05,93.66,97.97,89.11,95.37,12213547,TSLA,-1
2016-11-18,190.65,193.0,185.0,185.02,5180275,TSLA,1
2017-09-25,353.15,357.469,342.88,344.99,7587395,TSLA,1
2016-10-25,202.9,204.69,201.2,202.34,2181229,TSLA,-1
2011-02-28,23.73,24.1,23.5,23.89,1051106,TSLA,-1
2012-03-26,35.6,38.09,35.04,37.4,3140891,TSLA,1
2017-10-06,353.1,360.099,352.25,356.834,4277878,TSLA,1
2012-08-24,30.06,30.24,29.41,29.5,1430011,TSLA,-1
2014-04-25,202.0,206.7,197.65,199.85,6993232,TSLA,1
2014-12-04,228.92,230.9,227.81,228.28,3872336,TSLA,1
2014-11-10,239.11,242.88,236.8,241.93,4575961,TSLA,1
2017-09-28,339.88,342.75,335.4,339.6,5311877,TSLA,1
2016-11-28,195.48,199.35,194.55,196.12,4399315,TSLA,-1
2012-08-09,29.52,30.0,29.13,29.41,672584,TSLA,-1
2017-01-03,214.86,220.33,210.96,216.99,5529103,TSLA,1
2014-12-18,212.38,218.44,211.8,218.26,7481412,TSLA,1
2016-11-23,190.61,195.644,189.0,193.14,4681343,TSLA,-1
2014-10-24,236.27,237.8,231.2,235.24,3464095,TSLA,1
2013-02-13,38.07,39.0,38.05,38.45,966802,TSLA,-1
2014-02-05,178.36,180.59,169.36,174.42,7272428,TSLA,1
2013-09-13,162.77,166.37,162.16,165.54,5408217,TSLA,-1
2016-06-02,219.59,219.909,217.11,218.96,1670749,TSLA,1
2013-07-09,124.64,125.32,121.91,123.45,8570973,TSLA,-1
2015-05-01,229.94,231.77,220.4,226.03,5281600,TSLA,1
2011-08-31,24.8,25.5,24.28,24.74,823735,TSLA,-1
2010-10-04,20.43,21.17,20.3,20.99,643599,TSLA,-1
2016-09-15,196.49,202.519,196.4,200.22,2192932,TSLA,1
2014-10-06,259.13,262.49,257.8,260.62,7716440,TSLA,1
2017-03-17,264.0,265.33,261.2,261.5,5912477,TSLA,1
2016-02-04,170.7,175.98,166.99,175.33,3697860,TSLA,-1
2014-05-01,207.18,214.02,205.69,207.73,5442977,TSLA,1
2016-05-31,223.04,224.75,221.5,223.23,2046828,TSLA,1
2012-06-20,33.5,34.5,33.21,33.78,3422342,TSLA,-1
2011-03-07,24.89,25.4,24.7,24.94,2033531,TSLA,-1
2011-08-25,23.87,23.87,22.9,23.11,679740,TSLA,-1
2017-03-30,278.04,282.0,277.21,277.92,4066603,TSLA,1
2010-11-24,35.27,35.97,34.33,35.47,1424959,TSLA,-1
2016-10-31,202.49,202.49,195.81,197.73,4692273,TSLA,1
2013-05-01,55.99,55.99,53.0,53.28,2742778,TSLA,-1
2013-05-29,113.55,114.9,99.0,104.63,25079758,TSLA,1
2017-10-04,351.25,358.62,349.6,355.01,8148594,TSLA,1
2016-01-14,202.21,210.0,193.38,206.18,5965537,TSLA,-1
2017-09-20,373.0,378.249,371.07,373.91,4910883,TSLA,1
2014-04-03,230.3,235.73,222.0,225.4,10921080,TSLA,-1
2012-10-19,27.83,28.2,27.3,27.74,1027302,TSLA,-1
2014-07-30,221.76,229.6,221.04,228.92,4924943,TSLA,1
2010-07-02,23.0,23.1,18.71,19.2,5141807,TSLA,-1
2010-09-30,22.0,22.15,20.19,20.41,2196625,TSLA,1
2015-03-31,193.54,193.76,188.41,188.77,5026569,TSLA,1
2016-08-24,227.05,227.15,222.22,222.62,2056602,TSLA,1
2014-04-30,203.79,208.16,201.28,207.89,4441353,TSLA,-1
2015-12-10,224.71,228.49,223.64,227.07,2071600,TSLA,1
2015-07-01,271.11,272.62,267.85,269.15,2101200,TSLA,1
2017-07-11,316.0,327.28,314.3,327.22,11528093,TSLA,1
2010-08-10,19.65,19.65,18.82,19.03,1281286,TSLA,-1
2016-09-16,200.42,205.7,199.0,205.4,2418090,TSLA,1
2011-05-26,28.82,29.76,28.1,29.48,3336891,TSLA,-1
2015-07-08,259.32,260.8,254.31,254.96,6221000,TSLA,1
2010-09-07,20.61,21.0,20.5,20.54,243335,TSLA,-1
2015-03-10,188.46,193.5,187.6,190.32,5579600,TSLA,1
2016-04-04,249.12,252.12,243.64,246.99,11437981,TSLA,1
2010-10-22,20.68,20.93,20.55,20.72,161021,TSLA,-1
2011-12-30,28.49,28.98,28.25,28.56,339860,TSLA,1
2011-08-04,26.51,26.89,24.67,24.75,3065183,TSLA,-1
2011-11-25,31.86,32.41,31.08,31.66,239595,TSLA,1
2016-04-18,252.23,258.31,251.66,253.88,4054702,TSLA,1
2013-05-08,57.5,58.2,55.71,55.79,6562017,TSLA,-1
2016-09-01,209.01,211.1,200.5,200.77,6765259,TSLA,1
2017-10-13,356.98,358.49,353.68,355.57,3538958,TSLA,1
2014-04-11,200.74,207.0,198.6,203.78,9068589,TSLA,-1
2017-02-03,251.91,252.179,249.68,251.33,2186723,TSLA,1
2014-07-03,231.44,231.9,224.0,229.25,5166716,TSLA,-1
2011-04-21,25.84,26.98,25.59,26.74,1386053,TSLA,-1
2017-01-09,228.97,231.92,228.0,231.28,3912905,TSLA,1
2015-01-29,201.07,205.98,196.5,205.2,3546947,TSLA,-1
2014-11-28,245.35,246.69,242.52,244.52,2119688,TSLA,1
2013-04-25,50.5,52.4,50.5,52.0,2795935,TSLA,-1
2012-11-19,32.07,33.25,31.84,32.92,1392368,TSLA,-1
2013-06-21,103.7,103.7,97.5,99.55,11713423,TSLA,1
2012-09-26,27.66,28.4,27.48,27.54,1527320,TSLA,-1
2015-01-22,197.0,203.24,195.2,201.62,5576260,TSLA,1
2012-11-30,33.63,34.28,33.01,33.82,1420284,TSLA,-1
2015-09-28,257.35,259.79,246.61,248.43,4900579,TSLA,1
2013-08-29,164.21,167.75,162.51,166.06,9442271,TSLA,-1
2014-12-16,200.75,203.68,195.37,197.81,8419521,TSLA,1
2014-05-28,210.0,212.77,205.26,210.24,5495383,TSLA,1
2017-06-16,377.975,378.01,370.1,371.4,6350378,TSLA,1
2013-12-05,140.14,143.35,139.5,140.48,9285611,TSLA,-1
2016-06-23,195.69,197.55,192.13,196.4,9464787,TSLA,1
2016-11-17,183.49,189.49,182.11,188.66,4521052,TSLA,-1
2012-03-06,33.25,33.28,32.62,33.11,573749,TSLA,-1
2013-11-05,179.85,181.43,171.36,176.81,22281994,TSLA,1
2014-06-04,204.35,206.26,200.4,203.99,3433843,TSLA,1
2012-11-15,31.3,31.44,30.5,30.82,983941,TSLA,-1
2015-04-07,202.15,205.06,201.14,203.25,4346855,TSLA,1
2014-07-28,224.25,232.0,221.4,224.82,6514856,TSLA,1
2014-09-08,277.99,284.88,277.52,282.11,5503257,TSLA,1
2017-01-06,226.93,230.31,225.45,229.01,5464390,TSLA,-1
2015-09-03,252.06,252.08,245.0,245.57,4194700,TSLA,1
2013-01-24,36.0,37.72,35.84,36.99,1970389,TSLA,-1
2017-04-19,302.46,306.62,302.11,305.52,3741336,TSLA,1
2012-11-12,30.29,31.42,30.16,31.07,555896,TSLA,-1
2011-02-14,23.64,24.14,23.05,23.08,1283104,TSLA,-1
2012-10-02,29.34,29.89,29.0,29.8,728969,TSLA,1
2014-12-29,226.9,227.91,224.02,225.71,2811510,TSLA,1
2016-10-05,212.24,213.15,208.12,208.46,1580397,TSLA,-1
2011-11-17,34.5,34.9,33.19,33.68,1349265,TSLA,-1
2016-05-09,215.72,216.15,206.8,208.92,4520062,TSLA,1
2011-11-10,30.94,31.5,30.65,31.33,747273,TSLA,-1
2017-01-23,245.85,250.89,245.5,248.92,5933842,TSLA,1
2017-01-05,226.42,227.48,221.95,226.75,5855477,TSLA,-1
2012-11-07,31.0,32.05,30.81,31.54,1714469,TSLA,-1
2017-02-22,280.31,283.45,272.6,273.51,7430914,TSLA,1
2017-05-05,298.0,308.55,296.8,308.35,8177347,TSLA,1
2016-05-04,230.29,234.46,220.4,222.56,7161067,TSLA,-1
2013-06-06,95.25,99.27,95.11,97.35,9512194,TSLA,-1
2010-10-19,20.2,20.41,20.0,20.05,245127,TSLA,-1
2012-08-03,26.9,27.55,26.74,27.27,1209470,TSLA,1
2015-01-09,208.92,209.98,204.96,206.66,4668185,TSLA,1
2011-11-29,32.5,33.07,31.63,31.75,591054,TSLA,-1
2015-07-29,264.27,267.89,262.0,263.82,2790000,TSLA,1
2012-03-29,38.19,38.19,37.03,37.33,796335,TSLA,-1
2016-05-03,237.36,238.91,231.62,232.32,4000769,TSLA,1
2010-09-29,21.19,22.03,21.13,21.98,1969457,TSLA,-1
2014-11-24,245.2,247.6,240.64,246.72,4787832,TSLA,1
2011-04-19,25.26,25.26,24.65,25.16,548693,TSLA,-1
2010-08-25,19.16,19.98,18.56,19.9,503289,TSLA,-1
2013-09-17,165.08,168.42,163.36,166.23,5499596,TSLA,1
2016-03-29,229.89,232.38,225.33,230.13,3850008,TSLA,1
2016-08-08,228.0,229.6,226.09,226.16,1797782,TSLA,-1
2010-07-06,20.0,20.0,15.83,16.11,6879296,TSLA,-1
2012-02-27,33.41,34.0,33.0,33.62,605953,TSLA,1
2015-09-08,245.05,249.16,244.05,248.17,3138200,TSLA,1
2015-03-03,196.81,200.24,195.32,199.56,4432300,TSLA,-1
2012-04-27,33.6,33.63,32.91,33.34,590905,TSLA,-1
2017-02-10,269.79,270.95,266.11,269.23,3591127,TSLA,1
2017-05-12,325.48,327.0,321.53,324.81,4117295,TSLA,1
2013-12-06,141.51,142.49,136.3,137.36,7905100,TSLA,-1
2010-07-12,17.95,18.07,17.0,17.05,2203570,TSLA,-1
2014-06-10,204.43,206.97,201.55,202.3,3522300,TSLA,1
2017-10-12,352.95,359.78,352.64,355.68,4075519,TSLA,1
2012-01-20,26.92,27.0,26.4,26.6,647789,TSLA,-1
2011-05-12,27.07,27.74,26.65,27.67,627740,TSLA,1
2012-02-24,34.49,34.52,33.27,33.75,959866,TSLA,1
2017-03-24,255.7,263.89,255.01,263.16,5532414,TSLA,1
2013-06-12,96.8,100.48,95.75,97.73,9188550,TSLA,-1
2013-05-03,56.47,56.47,54.5,54.55,3379403,TSLA,-1
2011-12-07,34.63,34.89,33.8,34.19,674244,TSLA,-1
2016-08-26,222.14,222.855,218.82,219.99,1871069,TSLA,1
2014-10-16,219.72,229.92,219.1,226.35,5402281,TSLA,1
2017-09-27,349.9,351.48900000000003,340.5,340.97,6029596,TSLA,1
2012-08-16,29.53,30.39,29.5,30.3,668973,TSLA,-1
2013-01-25,37.0,37.54,36.8,36.98,1287703,TSLA,1
2013-11-21,122.89,124.79,120.25,122.1,11896323,TSLA,1
2015-05-12,240.11,246.35,238.19,244.74,6363429,TSLA,1
2013-05-14,94.22,97.12,81.15,83.24,37149894,TSLA,-1
2013-01-23,35.05,36.24,34.96,36.0,1564200,TSLA,-1
2017-10-16,353.76,354.48,347.16,350.6,5373410,TSLA,1
2017-07-26,340.36,345.5,338.12,343.85,4810519,TSLA,-1
2014-09-25,252.52,254.96,246.1,246.95,4841166,TSLA,-1
2015-06-16,250.13,253.44,249.1,253.12,1984600,TSLA,1
2014-08-28,261.89,264.48,261.64,263.86,2847795,TSLA,1
2011-12-14,29.5,29.68,28.0,28.53,1163840,TSLA,-1
2016-03-01,194.25,195.948,182.7,186.35,5835029,TSLA,1
2016-10-12,200.95,203.88,200.42,201.51,1671211,TSLA,1
2013-01-14,33.08,33.38,32.85,33.26,925018,TSLA,-1
2011-05-02,27.6,27.8,27.06,27.45,784560,TSLA,-1
2014-05-20,196.93,199.33,193.07,195.3,5550191,TSLA,1
2011-01-25,24.65,24.89,24.02,24.68,1271457,TSLA,-1
2011-10-07,27.0,27.6,26.05,26.99,1092685,TSLA,1
2016-03-09,204.52,209.373,202.79,208.72,2752317,TSLA,1
